"","CLUSTER","lon_cluster","lat_cluster","FREQ","TIME.OF.DAY","MONTH"
"2094","30NIGHT_EVENING",-9541.89513863193,5659945.46322073,2066,"NIGHT_EVENING",10
"2095","4NIGHT_EVENING",-9446.53405207361,5660350.72662652,3265,"NIGHT_EVENING",10
"2096","5NIGHT_EVENING",-9294.52967121112,5659897.17425867,1130,"NIGHT_EVENING",10
"2097","6NIGHT_EVENING",-9455.08433019307,5659872.46639047,288,"NIGHT_EVENING",10
"2098","7NIGHT_EVENING",-9008.38709877465,5660077.51266453,593,"NIGHT_EVENING",10
"2099","8NIGHT_EVENING",-8934.07469126751,5659996.55758873,730,"NIGHT_EVENING",10
"2100","9NIGHT_EVENING",-9602.39750958238,5659898.89474472,2735,"NIGHT_EVENING",10
"2101","1NIGHT_EVENING",-9207.08851959633,5660046.25154027,1573,"NIGHT_EVENING",11
"2102","10NIGHT_EVENING",-9384.05419777312,5659870.12722283,1227,"NIGHT_EVENING",11
"2103","11NIGHT_EVENING",-10357.5463041283,5659855.32274576,417,"NIGHT_EVENING",11
"2104","12NIGHT_EVENING",-9299.83393321417,5659898.96969446,2499,"NIGHT_EVENING",11
"2105","13NIGHT_EVENING",-10011.1490146219,5659689.12267698,56,"NIGHT_EVENING",11
"2106","14NIGHT_EVENING",-8844.09450089362,5660137.00725168,3956,"NIGHT_EVENING",11
"2107","15NIGHT_EVENING",-8981.81136391237,5660393.62394691,2854,"NIGHT_EVENING",11
"2108","16NIGHT_EVENING",-10119.4347873705,5660386.96000134,26,"NIGHT_EVENING",11
"2109","17NIGHT_EVENING",-9674.62466868115,5659897.64573254,4144,"NIGHT_EVENING",11
"2110","18NIGHT_EVENING",-8795.99826876403,5660429.0137497,1343,"NIGHT_EVENING",11
"2111","19NIGHT_EVENING",-9334.56125503537,5660223.01315865,1564,"NIGHT_EVENING",11
"2112","2NIGHT_EVENING",-9855.62830157482,5660507.61024056,1173,"NIGHT_EVENING",11
"2113","20NIGHT_EVENING",-9113.32231136938,5659894.40226257,174,"NIGHT_EVENING",11
"2114","21NIGHT_EVENING",-9477.00401590621,5660132.81442898,692,"NIGHT_EVENING",11
"2115","22NIGHT_EVENING",-9063.94909891962,5660112.71808895,789,"NIGHT_EVENING",11
"2116","23NIGHT_EVENING",-9258.21362697357,5660437.37654516,1588,"NIGHT_EVENING",11
"2117","24NIGHT_EVENING",-9451.34324453083,5659911.66453253,2656,"NIGHT_EVENING",11
"2118","25NIGHT_EVENING",-9309.60445550587,5660008.66230488,2216,"NIGHT_EVENING",11
"2119","26NIGHT_EVENING",-9438.79378101437,5660347.92358826,3005,"NIGHT_EVENING",11
"2120","27NIGHT_EVENING",-9118.33092490799,5660162.45551754,6543,"NIGHT_EVENING",11
"2121","28NIGHT_EVENING",-9607.8857537015,5659900.73223837,3687,"NIGHT_EVENING",11
"2122","29NIGHT_EVENING",-9117.09787686391,5660467.68909629,1620,"NIGHT_EVENING",11
"2123","3NIGHT_EVENING",-9534.68569714282,5659947.49506798,1074,"NIGHT_EVENING",11
"2124","30NIGHT_EVENING",-9869.26471339959,5660523.11938065,130,"NIGHT_EVENING",11
"2125","4NIGHT_EVENING",-9621.21730194559,5659988.15179483,2207,"NIGHT_EVENING",11
"2126","5NIGHT_EVENING",-9140.96124080806,5660242.41619183,2203,"NIGHT_EVENING",11
"2127","6NIGHT_EVENING",-9207.58782184834,5660241.13109146,2074,"NIGHT_EVENING",11
"2128","7NIGHT_EVENING",-9438.26624195329,5659892.42460225,4364,"NIGHT_EVENING",11
"2129","8NIGHT_EVENING",-9686.92381155212,5660259.05777797,77,"NIGHT_EVENING",11
"2130","9NIGHT_EVENING",-8950.94317872503,5660014.71337576,740,"NIGHT_EVENING",11
"2131","1NIGHT_EVENING",-10101.2914429115,5660476.4748528,113,"NIGHT_EVENING",12
"2132","10NIGHT_EVENING",-8870.44595434414,5660165.81137535,2266,"NIGHT_EVENING",12
"2133","11NIGHT_EVENING",-9034.12498596988,5660337.70393279,583,"NIGHT_EVENING",12
"2134","12NIGHT_EVENING",-9477.5318291461,5659928.48609884,842,"NIGHT_EVENING",12
"2135","13NIGHT_EVENING",-8730.23743652106,5660382.55496347,369,"NIGHT_EVENING",12
"2136","14NIGHT_EVENING",-9246.10996391694,5660433.4173936,968,"NIGHT_EVENING",12
"2137","15NIGHT_EVENING",-9437.01373129574,5660157.00232678,316,"NIGHT_EVENING",12
"2138","16NIGHT_EVENING",-9631.1578572401,5659984.90289843,1962,"NIGHT_EVENING",12
"2139","17NIGHT_EVENING",-9561.99598522889,5659910.69250604,1456,"NIGHT_EVENING",12
"2140","18NIGHT_EVENING",-8921.6391904293,5660366.30172676,1055,"NIGHT_EVENING",12
"2141","19NIGHT_EVENING",-9452.95108364894,5660353.11683929,1010,"NIGHT_EVENING",12
"2142","2NIGHT_EVENING",-9135.08333225299,5660283.67653833,642,"NIGHT_EVENING",12
"2143","20NIGHT_EVENING",-9150.45576403813,5660221.72655514,1437,"NIGHT_EVENING",12
"2144","21NIGHT_EVENING",-9861.721788837,5660507.89317177,534,"NIGHT_EVENING",12
"2145","22NIGHT_EVENING",-9309.07797548862,5660005.72742749,1961,"NIGHT_EVENING",12
"2146","23NIGHT_EVENING",-9437.01953619243,5659897.64607767,3925,"NIGHT_EVENING",12
"2147","24NIGHT_EVENING",-8837.33374341734,5660120.07023349,2108,"NIGHT_EVENING",12
"2148","25NIGHT_EVENING",-9121.69158885002,5660159.86574692,5454,"NIGHT_EVENING",12
"2149","26NIGHT_EVENING",-9175.77800837178,5660053.90180983,507,"NIGHT_EVENING",12
"2150","27NIGHT_EVENING",-8826.27669138151,5660449.63951649,934,"NIGHT_EVENING",12
"2151","28NIGHT_EVENING",-8975.49365612444,5660042.73219772,704,"NIGHT_EVENING",12
"2152","29NIGHT_EVENING",-9386.21364534294,5659875.93936193,1118,"NIGHT_EVENING",12
"2153","3NIGHT_EVENING",-8972.07250056128,5660445.44036981,1756,"NIGHT_EVENING",12
"2154","30NIGHT_EVENING",-9093.68234882299,5660487.97746539,1672,"NIGHT_EVENING",12
"2155","4NIGHT_EVENING",-9086.20793088848,5660118.73192005,757,"NIGHT_EVENING",12
"2156","5NIGHT_EVENING",-9298.03724422593,5659893.0081182,2185,"NIGHT_EVENING",12
"2157","6NIGHT_EVENING",-9302.12965092162,5660127.01150364,873,"NIGHT_EVENING",12
"2158","7NIGHT_EVENING",-9682.12221122357,5659898.18523377,3647,"NIGHT_EVENING",12
"2159","8NIGHT_EVENING",-9095.70499442716,5660166.92420959,1684,"NIGHT_EVENING",12
"2160","9NIGHT_EVENING",-9234.57428578013,5660248.81555204,1087,"NIGHT_EVENING",12
